11	1	37.162445	41.378087	91.799893	0.182970	0.464745	0.887395	56.061023	4.000000	75.201965	10.032784	1.000000	0.023645	17.798313	5.000000	0.020098	4.030321	4.000000	76.618666	24.010944	4.000000	4.989819
12	1	64.623699	25.034903	93.284089	0.890578	0.141599	0.533977	39.034501	1.000000	23.106935	11.337382	1.000000	0.014009	15.154948	2.000000	0.011030	20.724248	4.000000	62.603805	12.873853	1.000000	77.582672
13	2	27.660892	72.978803	54.948684	0.894319	0.886422	0.582387	47.291971	1.000000	82.417770	9.097934	4.000000	0.014479	5.073522	1.000000	0.026215	21.527142	3.000000	85.629203	8.557589	6.000000	55.576689
14	2	5.603995	18.694848	65.076789	0.248189	0.420250	0.754879	45.512676	5.000000	46.346411	9.728553	4.000000	0.012898	15.893138	1.000000	0.036067	16.807577	3.000000	64.288793	19.588071	5.000000	29.619428
15	1	39.896759	45.652363	62.456755	0.640997	0.547645	0.617656	34.889166	5.000000	83.133870	13.406558	4.000000	0.100307	6.031065	4.000000	0.039002	2.441959	5.000000	81.004976	12.657995	2.000000	98.414963
16	1	61.482472	16.996068	42.668354	0.545323	0.750339	0.841360	40.313852	3.000000	45.467361	7.598826	3.000000	0.016086	8.513354	3.000000	0.010834	44.647243	3.000000	26.141387	12.580640	2.000000	79.748288
17	1	31.305391	84.854644	91.039852	0.775349	0.677216	0.989005	2.332530	4.000000	26.995070	1.054920	2.000000	0.025653	1.466769	2.000000	0.011084	57.098047	2.000000	73.329511	12.537701	5.000000	89.302560
18	1	4.138094	29.933566	63.121153	0.914534	0.173799	0.185068	34.021511	1.000000	2.653804	0.970314	2.000000	0.010460	12.996398	4.000000	0.019914	8.746795	4.000000	67.408520	11.729928	6.000000	1.626232
19	1	7.518440	66.766844	81.678715	0.722096	0.352169	0.369278	6.194282	2.000000	25.498147	12.043363	2.000000	0.015052	2.688016	3.000000	0.026210	18.089915	4.000000	33.707064	0.456510	4.000000	19.750994
20	1	91.189435	84.590834	26.932466	0.223087	0.257181	0.583329	46.700620	6.000000	22.356589	11.655570	5.000000	0.174511	0.371790	1.000000	0.011329	18.320560	4.000000	71.727510	10.004993	1.000000	61.214048
21	1	87.226431	42.426887	10.690366	0.919862	0.351577	0.377384	50.217405	2.000000	54.571989	4.769610	2.000000	0.012934	8.042837	3.000000	0.030368	11.854505	2.000000	6.883395	4.684907	1.000000	33.983226
22	1	10.116538	24.913363	67.085166	0.987459	0.954794	0.542915	42.001301	1.000000	50.230461	10.393263	4.000000	0.017608	0.318215	6.000000	0.030602	14.635442	2.000000	41.673591	19.117088	3.000000	13.444793
23	1	56.907981	37.967981	51.219349	0.438764	0.291974	0.977442	8.912566	4.000000	89.243074	8.514826	1.000000	0.013460	3.120882	1.000000	0.013135	1.776230	6.000000	72.656028	3.688205	1.000000	62.537774
24	2	58.488048	49.261028	43.642410	0.860037	0.420173	0.488917	12.191515	2.000000	43.155037	10.381815	5.000000	0.025618	11.034628	4.000000	0.010179	51.491063	2.000000	53.854217	13.642210	6.000000	99.478068
25	2	71.401472	83.393158	24.694042	0.180387	0.364772	0.332607	39.641267	6.000000	49.233201	0.817961	1.000000	0.029411	13.297717	6.000000	0.010438	9.388889	2.000000	18.449444	9.167843	3.000000	97.067895
26	2	86.394223	41.863482	91.457448	0.379962	0.368837	0.825620	43.582826	3.000000	90.585854	3.999890	3.000000	0.056798	7.094780	4.000000	0.045398	7.442795	1.000000	73.328922	21.080907	6.000000	44.069838
27	2	82.374238	62.281522	56.354220	0.440241	0.827250	0.451024	10.557702	2.000000	81.643052	11.992225	1.000000	0.024967	16.497689	1.000000	0.011155	16.199217	2.000000	5.558147	22.169549	6.000000	96.964441
28	1	35.628926	68.928669	43.078840	0.201390	0.626008	0.909744	34.844593	2.000000	20.358945	14.340522	5.000000	0.374934	7.149567	3.000000	0.022970	11.191191	4.000000	83.711247	7.915775	6.000000	4.409525
29	1	34.586660	44.976736	8.394306	0.688668	0.790358	0.804565	13.041326	2.000000	21.720143	16.904072	5.000000	0.144819	1.826234	1.000000	0.144621	35.424845	6.000000	14.874157	10.209226	1.000000	90.076936
30	1	94.064199	22.174110	57.852112	0.645933	0.187463	0.930742	47.150392	2.000000	47.706320	5.991552	4.000000	0.015091	1.500125	4.000000	0.011112	48.552970	1.000000	90.985619	13.602589	3.000000	13.350490
31	1	22.537388	77.560924	13.545473	0.637209	0.933117	0.355038	34.062426	3.000000	26.270031	9.862024	2.000000	0.011321	0.438389	1.000000	0.077429	47.138824	2.000000	18.864055	5.679755	2.000000	79.429550
32	1	18.245671	13.321230	16.137769	0.436922	0.527855	0.931092	6.994997	2.000000	87.267692	6.773815	1.000000	0.016398	2.742658	1.000000	0.010090	19.608884	2.000000	50.993272	7.683574	5.000000	9.224899
33	1	21.976415	34.579676	63.129759	0.584909	0.879252	0.844858	15.359650	2.000000	53.671634	18.279259	6.000000	0.042773	16.217711	3.000000	0.018487	16.473450	2.000000	55.327940	2.852926	1.000000	38.754539
34	1	26.356436	30.609717	97.902356	0.760006	0.785199	0.629502	49.630448	3.000000	18.190015	15.778879	1.000000	0.029652	7.181297	6.000000	0.059425	38.667498	3.000000	86.143809	16.893876	3.000000	9.147450
35	1	59.376724	75.633725	19.462055	0.217745	0.701318	0.637301	42.053781	4.000000	11.288292	12.876349	6.000000	0.010886	14.813943	6.000000	0.015120	48.780801	1.000000	27.909611	20.350595	6.000000	55.222747
36	1	82.987625	60.363676	87.516079	0.869576	0.330403	0.824380	38.519657	4.000000	30.897751	16.854672	2.000000	0.012785	9.468395	5.000000	0.013332	10.758650	6.000000	52.856418	12.439533	3.000000	24.800652
37	1	4.293007	94.842332	51.514135	0.954184	0.200198	0.787498	14.111420	1.000000	67.221752	9.142396	2.000000	0.024760	8.605739	2.000000	0.079384	36.334505	2.000000	90.512320	17.173281	1.000000	10.880916
38	1	76.255378	43.392659	11.966764	0.294931	0.104402	0.951717	17.042473	4.000000	84.874851	6.972414	2.000000	0.090002	3.348762	5.000000	0.027332	42.432815	3.000000	58.887984	4.730176	4.000000	6.310384
39	1	46.473722	86.704257	31.604567	0.843183	0.594459	0.137061	38.378416	1.000000	41.440903	4.541967	1.000000	0.165096	10.665156	4.000000	0.021423	11.120467	4.000000	63.222200	7.455762	1.000000	55.483051
40	1	75.817386	67.917571	4.052780	0.212621	0.371960	0.615442	44.105312	4.000000	11.228594	1.427517	6.000000	0.096229	5.956217	5.000000	0.013853	18.152947	6.000000	24.304270	13.215404	4.000000	48.528995
41	1	5.610876	23.507507	50.742883	0.588849	0.498382	0.407288	47.761650	6.000000	27.788659	16.009270	4.000000	0.200542	5.087862	1.000000	0.019934	48.828911	2.000000	30.917211	5.788632	2.000000	14.623733
42	1	22.162456	39.293872	74.222686	0.191586	0.883498	0.443037	15.801638	5.000000	51.611952	15.579471	2.000000	0.012469	3.561830	5.000000	0.013803	25.083414	6.000000	22.117818	9.464745	2.000000	68.447162
43	1	42.563471	91.722772	3.484161	0.836551	0.842945	0.955703	55.717182	6.000000	37.370276	18.536587	4.000000	0.013999	12.875494	2.000000	0.062378	14.608368	2.000000	9.827916	14.478402	1.000000	25.630663
44	1	69.902537	78.613893	46.032354	0.434597	0.602038	0.311770	17.543685	5.000000	10.054265	14.307686	5.000000	0.012841	1.065899	6.000000	0.024007	31.715759	4.000000	88.462965	6.167140	5.000000	16.303483
45	1	39.206389	93.540437	96.372268	0.389113	0.242434	0.253837	34.404369	5.000000	31.044983	1.426105	6.000000	0.034967	6.373626	4.000000	0.019499	0.904281	3.000000	45.554650	1.755869	2.000000	9.107216
46	1	87.234438	43.945889	74.408489	0.617532	0.774641	0.873969	54.093750	3.000000	2.829181	16.933872	3.000000	0.034796	11.795146	2.000000	0.010124	0.834952	5.000000	50.327820	23.682336	1.000000	73.524810
47	2	84.790323	56.562746	89.431992	0.451777	0.254243	0.852956	43.782658	6.000000	11.013023	9.230341	1.000000	0.032616	14.520314	3.000000	0.011701	3.355108	6.000000	36.575183	23.813471	4.000000	36.676917
48	1	2.755912	37.304988	36.400950	0.859792	0.429444	0.749524	21.898010	4.000000	35.646801	18.139143	2.000000	0.020915	5.531142	3.000000	0.024145	46.544949	1.000000	45.964728	22.070027	5.000000	98.346771
49	1	16.309714	34.314913	30.941104	0.282511	0.477791	0.688270	12.866898	3.000000	27.007295	16.247660	2.000000	0.010500	2.612317	4.000000	0.014357	11.179974	6.000000	90.062942	6.167895	5.000000	41.302811
50	1	45.948684	86.504577	51.037648	0.272490	0.612368	0.122546	25.232704	4.000000	26.685178	1.786548	4.000000	0.035251	16.829610	5.000000	0.010886	11.175352	1.000000	98.639940	14.005904	6.000000	67.850561
51	1	62.194927	62.611910	41.597140	0.589051	0.883301	0.279289	18.841960	3.000000	32.071057	6.769099	6.000000	0.383923	9.785496	5.000000	0.010682	44.056158	6.000000	46.642455	20.951146	2.000000	15.940500
52	1	5.635417	37.850114	37.310320	0.575726	0.132056	0.937963	28.920349	6.000000	10.761170	9.807809	2.000000	0.019964	4.339169	5.000000	0.017400	4.343686	3.000000	78.174101	5.019156	4.000000	9.835087
53	1	12.768722	32.089810	67.265722	0.981736	0.768841	0.817218	57.385376	5.000000	87.395603	14.837346	4.000000	0.025430	14.274556	4.000000	0.053186	22.986775	1.000000	13.962194	17.514988	2.000000	12.332112
54	1	86.292756	86.855634	11.038690	0.350065	0.653464	0.784254	1.749247	5.000000	39.952286	2.136164	1.000000	0.021921	8.838506	2.000000	0.012552	13.619646	5.000000	16.370879	4.136792	1.000000	91.895094
55	1	22.018728	16.613975	57.916657	0.728405	0.388831	0.760671	1.824251	3.000000	60.039142	9.971989	3.000000	0.029711	12.774584	2.000000	0.030917	22.628641	4.000000	63.567446	25.394866	2.000000	93.436648
56	1	40.965804	72.248194	5.421762	0.453980	0.628068	0.344695	37.651910	4.000000	34.369664	6.370721	5.000000	0.010135	11.492285	5.000000	0.040267	1.194312	2.000000	70.327854	19.023373	4.000000	60.916710
57	1	50.935793	55.067411	13.065351	0.901321	0.435124	0.343219	6.187478	5.000000	23.301066	5.546823	2.000000	0.011625	10.846641	6.000000	0.024550	48.304837	4.000000	77.669881	4.122809	1.000000	34.049183
58	1	94.499369	66.578078	53.917151	0.805362	0.771638	0.754935	12.330935	4.000000	24.390440	12.155134	1.000000	0.010616	7.421044	1.000000	0.019122	34.818313	2.000000	93.972343	18.289421	3.000000	13.664645
59	1	9.689420	51.541024	83.613548	0.777088	0.224661	0.274585	42.907040	1.000000	74.209835	17.929634	2.000000	0.014516	6.160638	3.000000	0.010463	31.017605	3.000000	94.359839	15.152431	2.000000	62.195012
60	1	55.780012	23.593788	48.198548	0.733597	0.550377	0.358519	25.103669	5.000000	8.235719	0.358810	2.000000	0.011231	7.598848	2.000000	0.012259	25.760855	3.000000	49.953894	24.431561	1.000000	40.891802
61	1	52.474306	17.948837	9.297289	0.754872	0.484390	0.771645	46.499864	1.000000	23.612917	3.622320	1.000000	0.020636	3.663900	2.000000	0.019989	32.118716	3.000000	21.530540	9.843443	4.000000	97.751774
62	2	7.042062	48.940002	98.996437	0.729231	0.859109	0.818736	46.361409	6.000000	48.878549	8.222048	1.000000	0.031463	0.608180	6.000000	0.031267	15.526141	6.000000	68.244247	9.961423	6.000000	35.712923
63	1	37.319298	66.242011	46.784633	0.574129	0.298720	0.794947	13.453907	2.000000	75.764671	16.484125	6.000000	0.015154	0.847119	5.000000	0.021777	54.474195	2.000000	53.083019	17.701647	6.000000	51.929011
64	1	69.338816	30.651381	83.127883	0.333794	0.724066	0.391200	26.145835	2.000000	25.331009	11.498879	6.000000	0.013892	9.832615	6.000000	0.026779	28.422468	3.000000	67.302817	14.463797	4.000000	85.782961
65	1	43.047024	99.280757	53.695853	0.813392	0.818370	0.208298	32.022426	4.000000	16.984811	15.758441	4.000000	0.015997	15.408136	5.000000	0.012712	23.741670	4.000000	32.815058	22.200287	1.000000	65.268185
66	2	15.383414	89.752552	65.792432	0.823491	0.973294	0.560695	53.098212	5.000000	30.139921	3.061359	6.000000	0.068693	6.064423	3.000000	0.033303	8.926326	5.000000	48.925823	6.347591	5.000000	82.994057
67	2	42.047154	73.397534	67.676099	0.904023	0.468305	0.556555	27.580941	6.000000	2.352704	18.148977	2.000000	0.030165	18.293336	6.000000	0.021049	45.986663	4.000000	72.375147	14.748265	3.000000	73.595465
68	1	86.115402	27.739417	40.812415	0.798296	0.811083	0.484869	22.587206	5.000000	96.269384	16.444338	2.000000	0.039142	16.469519	5.000000	0.012301	56.448075	6.000000	54.358021	18.881593	2.000000	90.917796
69	1	95.242047	23.543880	43.115546	0.821292	0.810782	0.528974	27.274956	6.000000	38.979471	3.311476	4.000000	0.053842	1.073690	5.000000	0.040255	37.068241	3.000000	66.394551	9.647219	3.000000	47.156094
70	1	27.989397	57.952145	34.620437	0.288458	0.752625	0.424228	50.028224	2.000000	36.415089	8.805855	2.000000	0.021223	11.396557	1.000000	0.019524	52.097086	2.000000	98.966375	0.641417	6.000000	10.391348
71	2	41.153915	44.275326	27.039545	0.134070	0.397804	0.363007	8.340595	2.000000	2.670741	11.273718	6.000000	0.064390	12.965766	2.000000	0.015759	46.253794	1.000000	39.330849	12.870241	4.000000	13.032387
72	2	25.805471	4.159299	49.355314	0.503072	0.549136	0.619970	41.051358	1.000000	77.189005	6.462899	6.000000	0.014989	5.498108	3.000000	0.012612	24.315094	2.000000	2.664873	15.106925	2.000000	42.037649
73	1	62.970422	4.979826	63.320232	0.516635	0.423450	0.559446	4.469911	3.000000	15.064376	8.831507	5.000000	0.061545	15.981980	4.000000	0.040867	27.824993	3.000000	52.080989	13.760363	5.000000	90.453541
74	1	39.929769	61.005441	98.400433	0.160040	0.565561	0.737607	38.858337	1.000000	92.437376	12.575525	4.000000	0.120773	16.931175	1.000000	0.686900	42.468679	2.000000	82.483541	10.011965	1.000000	10.685325
75	1	1.430019	17.634541	78.820719	0.817594	0.112641	0.561979	38.639602	1.000000	29.750200	5.323465	2.000000	0.016571	4.774118	5.000000	0.057581	17.060533	6.000000	32.715252	0.865946	3.000000	82.628760
76	1	76.364269	46.785375	62.726039	0.674174	0.516267	0.798990	46.898848	6.000000	48.531219	11.519273	2.000000	0.057569	15.736677	5.000000	0.028180	38.253466	2.000000	84.039234	3.693858	3.000000	38.836544
77	1	99.872450	48.630201	31.163384	0.496736	0.722768	0.565599	26.590488	2.000000	70.610673	9.298110	6.000000	0.058265	0.711802	1.000000	0.014062	52.794232	4.000000	35.104649	6.675800	5.000000	4.128249
78	1	59.726649	43.412763	4.811160	0.458410	0.281150	0.734559	51.254374	3.000000	85.495943	3.951719	2.000000	0.011737	15.859028	4.000000	0.012369	15.812812	3.000000	8.005029	19.325964	5.000000	26.592958
79	2	77.485952	38.883800	65.963812	0.767171	0.522067	0.452655	36.385243	3.000000	35.046989	10.411124	1.000000	0.011421	7.042106	2.000000	0.055061	37.568588	2.000000	46.943067	22.152195	6.000000	31.239574
80	1	25.565151	96.822604	17.602851	0.620524	0.682945	0.723078	31.664909	4.000000	79.255618	14.467403	1.000000	0.035537	9.277047	3.000000	0.013907	49.153271	4.000000	35.800721	17.218247	2.000000	56.511531
81	1	2.904447	20.006484	14.345803	0.144333	0.310841	0.471646	44.678985	2.000000	57.110567	11.097983	2.000000	0.033743	7.594590	1.000000	0.029290	53.129561	1.000000	90.996497	8.400679	2.000000	93.591344
82	1	60.334033	62.479212	36.448817	0.498615	0.890864	0.902352	38.055403	2.000000	70.354190	12.163602	3.000000	0.017669	3.375448	5.000000	0.019521	48.112197	3.000000	97.514902	19.823024	5.000000	34.756182
83	1	76.659470	55.312794	39.501954	0.153578	0.541552	0.305157	12.024441	4.000000	81.398929	14.924852	4.000000	0.026964	17.827785	6.000000	0.010775	45.889230	5.000000	69.399820	20.388270	5.000000	39.713166
84	2	51.912374	75.141856	56.777397	0.948463	0.964820	0.981756	53.411221	4.000000	22.479443	12.182094	1.000000	0.017095	5.278782	1.000000	0.010120	29.865330	1.000000	2.856658	6.991264	4.000000	27.718894
85	1	66.391511	14.738825	88.875829	0.830908	0.719757	0.898847	42.578099	3.000000	32.477752	5.371611	6.000000	0.016389	5.192298	1.000000	0.033297	32.358218	4.000000	30.835338	8.365748	6.000000	66.934322
86	1	1.475730	29.368792	45.571483	0.252243	0.327601	0.774497	6.037306	5.000000	36.930518	0.901354	6.000000	0.018500	10.470639	1.000000	0.021769	43.796420	5.000000	66.975041	11.334963	1.000000	28.539312
87	2	98.723056	71.357643	7.214322	0.522254	0.404825	0.119799	47.534822	4.000000	81.771949	2.269774	2.000000	0.013347	5.538491	5.000000	0.017452	51.529869	4.000000	62.321062	9.201891	4.000000	54.417222
88	2	78.289157	91.685785	96.144357	0.761846	0.586973	0.922465	47.973918	3.000000	54.746679	17.523235	3.000000	0.021511	11.842114	1.000000	0.012095	55.963018	6.000000	35.594041	18.283216	2.000000	40.747137
89	2	75.836385	74.069533	71.359811	0.948495	0.381580	0.510571	37.502840	2.000000	84.907096	3.143983	5.000000	0.016777	9.982979	3.000000	0.014124	9.883079	3.000000	76.655356	10.727512	5.000000	71.303190
90	2	8.341938	44.752923	25.959070	0.227089	0.773028	0.410591	40.686601	1.000000	51.910402	5.036037	4.000000	0.032008	14.480117	5.000000	0.024340	57.550846	4.000000	8.195211	16.490225	5.000000	25.419537
91	1	52.803916	30.055187	52.691221	0.117196	0.911900	0.956002	36.700345	1.000000	11.685720	9.173110	4.000000	0.118618	8.710584	3.000000	0.073116	23.851516	4.000000	14.965229	18.707586	2.000000	24.886247
92	1	69.334109	19.000945	40.775684	0.945835	0.295287	0.695361	56.386161	6.000000	17.159037	8.585581	5.000000	0.152719	16.438364	4.000000	0.015403	17.610071	3.000000	18.587222	10.154172	2.000000	74.027780
93	1	82.126190	14.090641	23.058435	0.677674	0.231317	0.506050	49.686375	2.000000	55.108751	11.700762	4.000000	0.023991	10.885397	3.000000	0.564871	42.971666	5.000000	14.037742	15.793565	3.000000	38.427782
94	1	7.389485	73.367076	8.749864	0.257119	0.685659	0.971573	13.328404	6.000000	84.267645	1.745522	2.000000	0.021988	12.713671	5.000000	0.049238	48.553467	5.000000	54.932050	4.165061	1.000000	14.334329
95	1	15.283534	83.296966	52.137421	0.405358	0.505655	0.720094	17.942980	6.000000	14.905272	14.767519	3.000000	0.059558	2.221874	6.000000	0.011288	1.652495	1.000000	46.371200	6.664565	3.000000	20.133055
96	1	86.099816	18.514422	10.402705	0.719795	0.804077	0.919763	3.962769	2.000000	72.761593	5.435008	3.000000	0.114646	5.308041	4.000000	0.069291	6.080477	3.000000	87.156260	17.134282	3.000000	85.234707
97	1	39.048779	85.843402	2.668031	0.314181	0.704105	0.757160	53.225193	6.000000	77.017103	15.299216	5.000000	0.016215	5.023908	6.000000	0.026491	42.983757	6.000000	81.639392	6.003236	1.000000	72.593292
98	2	87.237069	9.771159	79.037004	0.691909	0.151339	0.731519	19.528700	2.000000	92.025868	0.233736	4.000000	0.020528	1.922049	3.000000	0.028612	3.630924	1.000000	29.777508	11.313840	4.000000	72.010471
99	1	8.772944	38.217256	17.422035	0.452602	0.335809	0.160229	9.432301	3.000000	15.687351	1.801171	4.000000	0.054428	7.596666	3.000000	0.026332	24.970066	2.000000	58.898593	0.365124	2.000000	37.325776
100	1	37.661124	10.520298	91.769384	0.904629	0.437951	0.703856	54.826960	3.000000	10.319999	0.824584	2.000000	0.029184	5.429833	1.000000	0.011908	56.115444	6.000000	27.732878	2.884652	3.000000	97.612589
