11	1	51.091559	72.468135	48.913281	86.423253	0.461298	0.572178	0.710034	0.825298	10.998869	3.000000	58.692923	14.794560	5.000000	82.042804	0.639582	1.000000	57.519007	2.949362	6.000000	0.014895	5.285164	6.000000	0.021153	2.582360	1.000000	0.025415	22.605176	5.000000	0.047544	4.897849	1.000000	89.009146	5.731376	2.000000	0.433481
12	1	39.253346	29.546502	22.753137	42.510235	0.175769	0.609818	0.533698	0.198848	11.452565	1.000000	10.012143	14.593679	3.000000	2.418737	6.726995	6.000000	91.313519	2.061463	1.000000	0.090745	20.113554	3.000000	0.010794	0.522077	6.000000	0.010772	18.758755	2.000000	0.061564	3.609867	5.000000	89.016463	6.826214	6.000000	0.021391
13	1	10.590652	86.807239	5.607233	6.519508	0.110885	0.697972	0.543866	0.827530	6.438525	6.000000	8.244067	9.140244	1.000000	48.346097	11.847482	3.000000	83.666550	8.065118	4.000000	0.015889	2.275844	6.000000	0.012632	0.602459	4.000000	0.031736	15.353893	4.000000	0.010573	5.269834	3.000000	30.052929	1.949509	4.000000	0.072906
14	1	8.398675	10.959920	89.837414	11.390471	0.548369	0.614011	0.488916	0.508857	10.345867	5.000000	82.961792	5.045455	1.000000	55.776120	11.809932	2.000000	67.844220	9.649068	6.000000	0.013387	7.209253	4.000000	0.016540	15.065465	1.000000	0.726359	15.805243	5.000000	0.013747	0.821998	2.000000	1.286733	16.747366	3.000000	0.010164
15	2	36.629425	93.586551	96.838758	38.035588	0.610966	0.917419	0.491123	0.149482	15.204504	5.000000	32.885971	3.332473	6.000000	68.273673	16.453237	5.000000	75.956618	2.778127	5.000000	0.021085	20.670076	3.000000	0.037281	8.429594	4.000000	0.046968	9.636448	4.000000	0.010943	1.922809	6.000000	29.105956	14.616635	6.000000	0.022658
16	1	1.640755	5.074634	34.433474	27.783231	0.588331	0.191948	0.225272	0.307099	17.900426	3.000000	24.980254	2.411826	5.000000	12.116965	4.985107	6.000000	45.928698	9.425220	4.000000	0.034696	22.296198	4.000000	0.021715	14.828684	1.000000	0.172625	6.939634	4.000000	0.060794	12.041225	6.000000	19.029556	3.866686	6.000000	0.114034
17	2	24.392379	25.917606	70.562371	66.393834	0.410438	0.448955	0.371632	0.664474	2.881448	4.000000	89.372240	12.346807	6.000000	98.937234	20.864173	5.000000	57.807387	13.397689	5.000000	0.018172	2.048010	3.000000	0.099606	5.457522	5.000000	0.013284	15.029375	5.000000	0.014628	2.775223	5.000000	34.122889	14.888595	4.000000	0.012987
18	2	55.386759	19.245092	39.425528	14.474026	0.250224	0.287274	0.595368	0.134957	12.162180	5.000000	62.094101	11.559108	4.000000	29.122861	8.687697	1.000000	31.254672	6.821617	2.000000	0.014471	11.501995	5.000000	0.013388	4.363630	5.000000	0.019131	11.400073	1.000000	0.010661	12.072362	6.000000	46.539543	8.338549	5.000000	0.067045
19	2	36.988548	29.734064	82.228535	80.485325	0.498739	0.828278	0.685704	0.875824	2.881536	6.000000	75.173024	0.711100	1.000000	13.228208	19.765852	4.000000	41.573614	4.811966	2.000000	0.157923	21.891935	4.000000	0.019291	9.139249	5.000000	0.010488	3.083704	1.000000	0.010302	6.078369	5.000000	42.748538	5.958146	2.000000	0.041218
20	1	53.112625	28.506837	71.350546	67.443763	0.451731	0.762376	0.827554	0.310068	14.495699	6.000000	78.957585	5.705341	4.000000	48.905760	2.235273	3.000000	25.762737	2.475717	6.000000	0.011333	12.320436	1.000000	0.026507	16.516499	6.000000	0.033657	4.627446	2.000000	0.011649	5.114583	2.000000	72.790324	17.828277	5.000000	0.011843
21	2	33.320409	54.152607	33.127615	75.961180	0.885419	0.769065	0.400589	0.862474	19.802369	5.000000	71.516778	1.006164	2.000000	87.050350	20.571435	2.000000	89.764070	4.176727	5.000000	0.010210	4.226820	2.000000	0.011735	7.821792	6.000000	0.013658	20.670132	2.000000	0.017741	7.127874	4.000000	14.132452	16.837212	6.000000	0.014788
22	1	3.699001	79.012283	81.664125	83.432944	0.527495	0.909136	0.403363	0.999527	18.039945	2.000000	6.974023	3.192612	1.000000	90.030943	0.615831	1.000000	46.217574	1.592243	2.000000	0.016308	16.859670	5.000000	0.019588	15.888001	1.000000	0.022797	9.264516	2.000000	0.013911	3.254766	3.000000	15.011715	0.239022	5.000000	0.060268
23	2	78.888821	41.248560	58.377568	44.657745	0.869259	0.237711	0.602346	0.224675	18.908967	3.000000	68.687387	16.003233	1.000000	37.954901	18.560625	2.000000	72.842219	14.003046	6.000000	0.010886	3.767915	5.000000	0.257620	2.688029	1.000000	0.011623	1.205139	6.000000	0.013131	7.000982	1.000000	74.628463	11.352248	5.000000	0.025851
24	2	23.833089	2.684062	24.813674	14.506162	0.114297	0.878815	0.736313	0.601495	9.628030	4.000000	29.928459	10.702789	1.000000	18.763045	16.291093	5.000000	77.220422	16.898762	2.000000	0.022131	15.777604	6.000000	0.011274	5.558460	5.000000	0.021781	11.501564	4.000000	0.165402	6.265814	6.000000	56.443534	6.487950	4.000000	0.025885
25	2	10.959516	34.618314	19.764306	98.333291	0.163240	0.645290	0.414081	0.502867	0.466262	5.000000	79.343501	14.608627	3.000000	15.187563	5.244115	1.000000	74.079930	7.880027	5.000000	0.013093	1.588136	6.000000	0.015191	14.841631	6.000000	0.330950	17.922984	1.000000	0.011420	6.086650	3.000000	65.864093	6.326030	2.000000	0.016288
26	1	21.437187	5.917830	73.331255	91.130119	0.244552	0.630658	0.192191	0.363378	16.030305	4.000000	89.739017	14.330961	4.000000	15.024286	5.356211	6.000000	43.115433	0.777293	6.000000	0.029887	3.006063	2.000000	0.058687	7.008265	4.000000	0.018670	5.375904	5.000000	0.010231	12.493041	6.000000	32.081418	15.156550	5.000000	0.023939
27	1	51.125228	36.163822	91.908098	4.526631	0.400732	0.860671	0.616097	0.532360	9.946264	3.000000	67.819270	16.115412	3.000000	16.639705	12.831326	2.000000	12.152151	4.413115	2.000000	0.014778	2.198005	4.000000	0.012015	17.376888	2.000000	0.011705	14.943526	4.000000	0.021602	3.924473	2.000000	7.650320	6.733992	5.000000	0.028020
28	2	41.276137	28.008906	8.372840	26.104495	0.544346	0.862409	0.873947	0.980601	18.238085	5.000000	9.811569	12.861552	4.000000	17.991546	7.795965	1.000000	97.849405	16.229582	5.000000	0.019482	8.837688	4.000000	0.104715	10.343967	6.000000	0.016789	0.681661	1.000000	0.015447	6.232280	2.000000	72.259483	9.650814	6.000000	0.018558
29	1	12.803707	85.952295	99.014762	31.495719	0.695692	0.112227	0.654911	0.809265	17.870017	6.000000	80.177207	0.991428	4.000000	97.353741	5.042002	6.000000	40.281803	5.070588	4.000000	0.024264	4.815066	1.000000	0.043984	3.862715	6.000000	0.017277	19.752530	1.000000	0.024667	8.157651	3.000000	93.780083	7.651067	1.000000	0.010290
30	1	10.266771	71.727485	71.215191	1.861300	0.154616	0.328089	0.927832	0.274163	1.742164	6.000000	33.019765	1.131293	1.000000	6.611176	2.471728	6.000000	21.203939	7.470091	2.000000	0.024000	15.431224	4.000000	0.010974	2.655326	2.000000	0.013217	22.819292	2.000000	0.022329	1.134003	1.000000	9.723917	6.228162	1.000000	0.013913
31	1	98.310727	26.417963	61.780011	2.936031	0.869352	0.711915	0.390055	0.182339	20.273774	4.000000	55.919012	13.969431	1.000000	88.896004	2.281985	1.000000	12.401215	2.796444	3.000000	0.016786	6.026140	4.000000	0.016941	5.405854	2.000000	0.040100	11.261884	1.000000	0.039955	11.517465	3.000000	53.181721	12.323729	3.000000	0.050829
32	1	15.528982	93.012537	88.174940	52.364100	0.610528	0.208917	0.740813	0.896606	22.934570	5.000000	19.812025	12.820020	6.000000	72.906410	19.291541	5.000000	95.583386	6.041820	6.000000	0.010266	5.852461	4.000000	0.030362	13.960270	4.000000	0.018874	2.145634	5.000000	0.011734	10.707257	1.000000	76.195515	0.562713	3.000000	0.010901
33	2	50.758057	22.224296	26.911000	41.312077	0.196060	0.793256	0.247005	0.559953	6.155150	6.000000	33.668752	13.447473	3.000000	22.204605	17.514512	5.000000	59.682320	15.737016	6.000000	0.040593	16.833890	3.000000	0.055407	3.690797	4.000000	0.017402	4.348381	5.000000	0.022557	1.695819	4.000000	97.622755	15.615335	3.000000	0.092349
34	2	38.122606	69.626823	84.493837	27.643439	0.103250	0.439137	0.258343	0.305621	16.453874	4.000000	70.729995	4.440469	5.000000	41.180736	17.040133	3.000000	32.100632	4.082781	3.000000	0.020682	9.653102	4.000000	0.013788	9.509418	6.000000	0.020691	12.321468	3.000000	0.019701	1.695929	1.000000	18.075187	10.967959	1.000000	0.023671
35	1	53.638522	47.266715	99.797999	48.932448	0.433262	0.147128	0.770647	0.934465	1.590497	5.000000	93.591433	2.369081	1.000000	9.590008	2.493093	1.000000	26.613662	1.296576	1.000000	0.173157	18.958179	3.000000	0.015601	2.712861	1.000000	0.021512	20.762225	5.000000	0.030252	12.066104	3.000000	14.121904	16.998646	6.000000	0.010364
36	2	87.140461	30.605057	3.991740	70.834446	0.643748	0.905824	0.243584	0.104619	22.031237	5.000000	62.193133	0.925514	5.000000	25.911190	12.505439	6.000000	78.947099	1.208778	3.000000	0.033855	15.666722	6.000000	0.463043	13.993861	4.000000	0.013147	6.206753	1.000000	0.010276	12.179526	5.000000	19.154798	5.866922	3.000000	0.047707
37	2	32.368405	33.539456	46.625458	13.464684	0.191560	0.405224	0.669342	0.788424	16.414831	4.000000	60.568167	15.652919	6.000000	95.992673	17.984711	3.000000	8.948841	17.691455	1.000000	0.010887	4.189117	5.000000	0.011217	17.401870	3.000000	0.047938	14.406241	5.000000	0.021247	4.780533	2.000000	81.171923	14.438297	3.000000	0.013563
38	2	80.046027	25.610357	68.175926	87.666028	0.868183	0.130867	0.957018	0.483805	8.027338	5.000000	51.573241	16.153078	2.000000	84.428923	10.118871	6.000000	20.903497	9.362624	6.000000	0.013123	14.961532	3.000000	0.221919	9.122456	4.000000	0.069468	1.920013	3.000000	0.051834	9.508337	5.000000	39.026062	12.720561	4.000000	0.018539
39	1	31.910360	22.793639	23.778755	61.440323	0.635140	0.810156	0.238977	0.178031	1.183697	4.000000	83.099485	16.704515	3.000000	82.662034	14.775417	5.000000	90.896763	4.932117	2.000000	0.026237	5.455099	5.000000	0.010680	12.754760	3.000000	0.032721	10.585451	4.000000	0.067133	0.654251	4.000000	7.470013	0.548972	4.000000	0.029049
40	2	8.811675	69.355724	54.295543	46.077188	0.399422	0.963199	0.129817	0.754648	1.177304	4.000000	30.154983	4.038218	6.000000	52.480261	15.409264	5.000000	77.635599	14.113243	5.000000	0.045772	9.389113	5.000000	0.025271	4.993915	3.000000	0.010277	0.436581	2.000000	0.286046	10.295707	1.000000	41.056562	7.272544	2.000000	0.027432
41	2	38.083018	8.479340	29.180312	77.591986	0.202851	0.589650	0.846200	0.539818	9.868917	4.000000	80.800233	8.628821	5.000000	88.792566	5.464072	3.000000	35.859256	12.991377	2.000000	0.011572	19.899838	4.000000	0.019923	5.838991	1.000000	0.012000	20.288801	5.000000	0.021856	10.500826	1.000000	70.136891	8.085701	3.000000	0.076342
42	1	90.786231	57.958636	13.746721	47.736843	0.322733	0.281088	0.213628	0.761011	14.307955	6.000000	14.084532	1.697602	4.000000	82.765109	14.530285	3.000000	92.621303	11.829321	2.000000	0.030284	3.814667	2.000000	0.025863	10.418464	2.000000	0.011829	8.144871	1.000000	0.108293	11.253540	6.000000	37.124055	4.335887	2.000000	0.333235
43	2	86.235599	49.918187	41.448759	44.770918	0.541333	0.125074	0.364836	0.715693	22.832842	4.000000	18.538329	14.637800	2.000000	45.051612	13.525960	5.000000	80.957717	17.023413	5.000000	0.011676	2.473292	2.000000	0.020172	4.352293	3.000000	0.019824	4.085467	4.000000	0.100814	5.838561	2.000000	55.566832	15.247596	5.000000	0.049206
44	2	92.829446	42.863973	35.536317	14.460176	0.671259	0.572717	0.815078	0.790712	19.253676	2.000000	72.058677	16.239471	2.000000	35.551282	16.047897	2.000000	73.176661	2.638644	1.000000	0.033544	12.109629	5.000000	0.012384	16.333437	4.000000	0.072444	13.269892	2.000000	0.011436	12.007177	1.000000	37.966913	13.814945	6.000000	0.063514
45	1	2.036134	40.875617	76.354036	97.142821	0.288126	0.952046	0.300046	0.311267	4.744409	1.000000	57.645556	9.672892	3.000000	85.985762	4.267156	5.000000	77.448711	12.961363	6.000000	0.013955	21.529670	4.000000	0.058422	12.787672	4.000000	0.015334	10.327952	3.000000	0.012390	6.266459	4.000000	62.089837	5.645520	4.000000	0.020903
46	1	78.370687	46.287294	68.832354	33.885496	0.729981	0.768363	0.860481	0.409244	3.804260	2.000000	21.291105	16.734347	3.000000	49.049659	10.068837	1.000000	18.401359	2.160334	3.000000	0.054051	17.367574	6.000000	0.010246	14.498103	3.000000	0.051068	16.821112	3.000000	0.012123	7.620544	1.000000	75.173248	4.680513	1.000000	0.014079
47	1	64.785747	60.102624	66.589849	55.469738	0.374805	0.200576	0.859467	0.211294	19.620417	4.000000	29.756160	5.969844	5.000000	48.293354	7.903285	1.000000	49.905993	10.495802	5.000000	0.049516	3.194828	1.000000	0.017411	1.524148	5.000000	0.016481	10.927986	5.000000	0.020603	0.427632	3.000000	84.806864	17.084011	3.000000	0.017154
48	2	94.555402	93.214826	15.186380	79.055102	0.887984	0.315006	0.257915	0.281919	19.630485	6.000000	18.801463	15.618313	6.000000	84.060974	13.981011	6.000000	56.463433	9.423804	4.000000	0.012116	11.671580	3.000000	0.038557	10.382139	4.000000	0.028416	3.001196	5.000000	0.263360	12.005570	3.000000	30.591384	8.650041	3.000000	0.096350
49	1	88.320066	9.886972	8.432259	16.051818	0.786914	0.444908	0.927502	0.636924	13.472962	4.000000	10.222436	9.195417	2.000000	34.317896	0.256938	5.000000	39.735147	15.706624	5.000000	0.020265	5.068734	4.000000	0.013626	1.141300	1.000000	0.088103	10.371360	2.000000	0.010063	8.034334	3.000000	8.971399	13.528031	6.000000	0.023475
50	1	56.547131	65.983766	92.916838	69.700212	0.383753	0.476745	0.133831	0.837684	18.337650	4.000000	5.717141	12.703806	1.000000	62.202149	2.137757	3.000000	87.291025	6.566002	2.000000	0.064221	21.615816	6.000000	0.010458	5.606573	5.000000	0.015623	9.881480	4.000000	0.026231	9.665196	1.000000	54.977653	16.796070	3.000000	0.060409
51	1	84.465328	66.742416	94.509888	56.521288	0.703098	0.220531	0.512192	0.432251	19.800137	2.000000	1.338734	0.424164	2.000000	33.422785	17.132790	5.000000	73.352900	7.916077	3.000000	0.138993	2.788146	6.000000	0.253229	5.205106	3.000000	0.014830	16.727702	1.000000	0.017498	0.261698	4.000000	58.434538	7.274061	5.000000	0.082607
52	2	79.327026	67.731612	24.942551	10.000169	0.701299	0.904549	0.818022	0.520053	19.080752	4.000000	88.822239	12.072811	1.000000	20.875413	13.984904	3.000000	80.451066	6.236057	4.000000	0.010571	1.564133	6.000000	0.038879	17.361927	3.000000	0.012468	20.507370	4.000000	0.012050	5.836973	5.000000	74.121921	14.059052	4.000000	0.029966
53	3	80.049447	17.971527	20.167068	33.858520	0.695780	0.302843	0.186284	0.995656	1.357754	5.000000	46.528040	15.021853	6.000000	27.386664	11.511227	6.000000	49.046173	13.588055	6.000000	0.174148	7.889468	1.000000	0.023580	8.879791	1.000000	0.015170	9.550185	5.000000	0.011658	5.972440	4.000000	52.947101	10.298360	3.000000	0.202166
54	1	91.389719	35.268288	74.418711	70.958132	0.877812	0.741720	0.748761	0.496502	21.292132	5.000000	89.000209	12.912959	6.000000	62.126267	3.338808	1.000000	51.484635	2.036839	3.000000	0.017671	22.924119	2.000000	0.013726	12.012106	6.000000	0.022040	4.923784	4.000000	0.010933	5.891393	5.000000	56.344825	7.244191	4.000000	0.011357
55	2	81.613298	1.605045	58.723937	94.073030	0.795354	0.241171	0.461890	0.888676	4.870177	1.000000	14.335020	4.475413	2.000000	56.365903	11.102673	2.000000	53.708112	3.681182	4.000000	0.020283	3.013257	4.000000	0.108268	13.794016	3.000000	0.116533	15.902839	6.000000	0.031107	7.889879	3.000000	15.215307	13.358265	3.000000	0.018736
56	1	1.584533	21.442037	38.143760	34.552042	0.113976	0.410457	0.876091	0.733466	16.976504	3.000000	35.211232	6.333893	4.000000	58.343588	11.995661	4.000000	57.263768	4.065863	6.000000	0.012594	8.966293	6.000000	0.014021	3.875231	1.000000	0.036751	15.015439	3.000000	0.774056	7.994324	4.000000	45.389510	11.016999	5.000000	0.087012
57	3	76.550211	69.353046	61.574848	39.205299	0.504872	0.100139	0.153585	0.261752	17.784906	4.000000	43.330434	15.556336	6.000000	50.213098	2.909506	1.000000	84.393513	2.881080	2.000000	0.054850	17.827331	4.000000	0.016853	9.373304	6.000000	0.026116	19.365750	5.000000	0.015102	12.107648	4.000000	14.078346	12.511086	5.000000	0.070827
58	1	98.531012	88.586285	91.879163	99.771134	0.757141	0.165807	0.774661	0.863607	7.886158	1.000000	51.178480	1.195538	6.000000	67.767280	3.468724	2.000000	3.472831	5.194098	2.000000	0.018884	20.295438	2.000000	0.019073	4.608181	1.000000	0.091594	1.548363	3.000000	0.169092	11.701601	1.000000	64.768491	14.903038	4.000000	0.015716
59	1	52.262061	72.765883	18.298491	66.196648	0.821551	0.749510	0.226708	0.989600	20.242284	4.000000	2.778883	0.314944	2.000000	23.454863	14.848607	6.000000	11.184890	14.051388	5.000000	0.010702	16.881607	5.000000	0.045928	6.042875	1.000000	0.027412	10.798768	6.000000	0.019740	7.579618	6.000000	96.232238	16.959285	6.000000	0.010793
60	1	13.831161	44.294174	31.972628	37.015566	0.881933	0.772440	0.184665	0.423756	2.509300	2.000000	22.332304	12.338598	1.000000	28.182315	17.419262	4.000000	33.189817	15.680870	5.000000	0.045008	3.363959	2.000000	0.021919	4.177307	5.000000	0.036968	3.545265	4.000000	0.014878	0.412469	4.000000	77.765909	6.893162	2.000000	0.032711
61	2	19.062261	93.514213	31.837136	89.795447	0.950734	0.878551	0.394459	0.631322	4.101397	1.000000	9.353078	6.367162	4.000000	85.311864	19.424431	2.000000	28.831019	5.875461	3.000000	0.114012	23.200411	4.000000	0.012554	11.641486	4.000000	0.081903	4.718979	4.000000	0.089853	12.582525	4.000000	71.072339	16.968688	5.000000	0.079709
62	1	94.765295	65.708074	10.978335	65.660363	0.137939	0.778521	0.768273	0.711909	9.794619	1.000000	85.403586	16.475221	5.000000	9.689146	10.435295	4.000000	29.194026	11.500484	6.000000	0.017946	17.239054	3.000000	0.026926	8.877465	1.000000	0.021586	16.247490	5.000000	0.057413	10.414766	1.000000	95.319703	17.751434	5.000000	0.010047
63	1	52.569532	34.364978	77.785502	89.673920	0.423246	0.201839	0.490048	0.301460	3.985095	5.000000	60.536238	2.651656	2.000000	35.009217	22.153370	1.000000	37.564436	5.388678	6.000000	0.040101	17.117488	3.000000	0.067793	15.997043	4.000000	0.011016	18.481992	5.000000	0.013926	1.577391	5.000000	10.792000	4.370880	4.000000	0.023930
64	1	84.398445	35.060495	77.052775	4.524428	0.730924	0.507875	0.931181	0.835136	8.320503	3.000000	72.765648	0.817922	3.000000	55.013914	5.663795	5.000000	67.619917	13.973230	4.000000	0.103813	7.616876	6.000000	0.015832	7.988835	2.000000	0.041186	6.995532	3.000000	0.107321	1.019189	1.000000	11.371480	17.103361	3.000000	0.024573
65	1	21.994072	73.531181	89.544231	27.945630	0.190837	0.437868	0.212991	0.437066	5.344954	3.000000	66.153383	3.009939	6.000000	22.056579	14.443540	6.000000	20.723474	14.264366	1.000000	0.010430	4.848369	1.000000	0.011614	6.036866	5.000000	0.043662	21.915224	2.000000	0.010901	10.644824	1.000000	23.304992	15.996746	2.000000	0.010336
66	2	72.656666	76.447369	63.412347	62.846208	0.681479	0.323797	0.401453	0.336300	9.538415	6.000000	6.676113	9.345338	2.000000	25.201702	17.353376	5.000000	90.545682	4.660912	2.000000	0.010887	19.267330	3.000000	0.017798	1.059716	1.000000	0.010417	14.286403	6.000000	0.010938	7.672987	3.000000	12.233650	16.133596	4.000000	0.102035
67	2	9.742343	48.774160	52.577879	68.164537	0.385602	0.994722	0.239126	0.249828	1.103262	3.000000	94.472245	7.292214	4.000000	4.214378	14.958622	3.000000	17.227540	7.154497	1.000000	0.154686	4.230679	3.000000	0.018207	15.503173	6.000000	0.011855	20.271026	4.000000	0.014893	1.991507	1.000000	50.688302	16.157780	5.000000	0.018346
68	1	58.956154	88.396574	53.143219	28.836777	0.342031	0.360992	0.292454	0.272347	11.141133	3.000000	53.751574	4.455038	1.000000	69.356511	9.187873	4.000000	17.001467	13.896772	4.000000	0.032599	7.503353	1.000000	0.010525	15.563083	4.000000	0.499429	8.660226	3.000000	0.017913	1.842734	4.000000	49.480401	5.856719	6.000000	0.017309
69	2	33.799864	72.257826	57.038443	81.852903	0.492466	0.802957	0.706358	0.731333	17.082321	2.000000	86.694413	2.785028	5.000000	34.990802	7.685644	6.000000	23.060819	11.412739	6.000000	0.019613	22.156342	4.000000	0.086220	2.864285	5.000000	0.011819	3.607458	2.000000	0.019188	4.430248	1.000000	54.528991	10.564130	3.000000	0.017428
70	2	73.917888	70.514343	4.079433	25.688064	0.793801	0.451323	0.628638	0.718720	8.506594	5.000000	56.721821	16.208750	6.000000	40.151833	6.754703	6.000000	6.202757	13.682206	2.000000	0.130358	3.668064	1.000000	0.011335	13.579189	5.000000	0.032088	5.232894	3.000000	0.095405	6.075182	6.000000	73.469633	15.894758	6.000000	0.011232
71	2	14.329022	6.857867	82.729080	48.677391	0.590339	0.724049	0.740469	0.694049	7.357157	5.000000	24.300028	4.930639	5.000000	1.150161	8.897744	5.000000	20.237524	16.589747	1.000000	0.010995	12.467860	5.000000	0.018261	0.977296	2.000000	0.018574	6.967082	1.000000	0.035006	9.153866	4.000000	17.522569	10.171583	5.000000	0.023471
72	2	35.873594	98.800971	14.508049	42.960522	0.363365	0.882036	0.304466	0.838352	5.888345	6.000000	28.008071	9.318489	2.000000	60.179399	18.909733	4.000000	71.162494	2.713563	4.000000	0.058433	22.194148	1.000000	0.034081	15.722759	2.000000	0.015455	4.153797	1.000000	0.011526	3.645053	2.000000	47.042181	16.533540	3.000000	0.017115
73	1	59.364132	99.906904	39.696229	54.614382	0.201847	0.737073	0.543994	0.489892	10.835981	5.000000	11.129537	8.387976	5.000000	62.193206	18.781672	5.000000	7.718296	16.980583	5.000000	0.014853	6.983898	4.000000	0.010454	17.381536	2.000000	0.026947	18.404622	5.000000	0.017750	10.648858	1.000000	22.915333	3.710410	5.000000	0.090073
74	2	46.017637	41.838919	53.578311	90.566181	0.305697	0.149976	0.143253	0.321391	13.473802	5.000000	4.806232	14.665428	4.000000	73.576908	22.841186	5.000000	78.426682	6.303517	6.000000	0.684145	0.764408	1.000000	0.024704	12.615179	1.000000	0.014103	11.708808	2.000000	0.010148	9.069129	5.000000	99.678105	7.589184	4.000000	0.028226
75	1	93.800306	53.995063	39.145445	25.840451	0.849026	0.951630	0.958004	0.711538	11.054697	2.000000	9.872161	8.514869	5.000000	63.143717	0.367481	3.000000	84.596214	5.549167	4.000000	0.011010	18.611350	6.000000	0.022754	5.203553	6.000000	0.085096	4.916688	4.000000	0.265705	10.649081	2.000000	68.557723	8.492496	4.000000	0.026522
76	1	30.580646	2.361115	64.769798	45.843940	0.768884	0.795002	0.899427	0.739659	17.436175	3.000000	29.235642	17.265902	5.000000	8.686565	11.633728	2.000000	86.139650	5.150774	1.000000	0.038600	2.420258	3.000000	0.019845	3.169480	3.000000	0.022201	1.237819	6.000000	0.013104	8.463690	6.000000	28.648889	1.862219	5.000000	0.019559
77	1	17.688912	97.745722	22.704220	34.199732	0.329989	0.750514	0.244639	0.906284	11.697514	2.000000	73.656560	11.530567	3.000000	5.790378	17.901850	6.000000	44.660717	4.848013	5.000000	0.018614	2.974187	5.000000	0.016651	14.693698	2.000000	0.052230	9.552592	1.000000	0.018507	2.423442	3.000000	72.027480	4.396459	2.000000	0.014162
78	1	30.696729	43.403697	30.909587	20.192621	0.713199	0.944734	0.950991	0.586956	19.657038	6.000000	52.144477	17.286784	2.000000	46.492418	19.787889	4.000000	76.972857	14.510805	2.000000	0.014658	15.988111	1.000000	0.012181	3.072818	4.000000	0.038049	10.020345	6.000000	0.032297	10.896026	3.000000	70.300164	12.007336	6.000000	0.026078
